Name,Executable_Name
"FCEUX 2.2.3","fceux.exe"
"FINAL FANTASY XI","pol.exe"
"Gahkthun of the Golden Lightning Steam Edition","gahkthun.exe"
"Garfield Kart","garfield_master7.exe"
"Garfield Kart","garfieldkartnomulti.exe"
"SkyDrift","skydrift.exe"
"Grandia II Anniversary Edition","grandia2.exe"
"GRID Autosport","gridautosport_avx.exe"
"The Fruit of Grisaia","grisaia.exe"
"Grisaia Phantom Trigger Vol.2","gpt_vol2.exe"
"Microsoft Halo Trial","halo.exe"
"Heavy Weapon Deluxe","heavyweapon.exe"
"Hyperdimension Neptunia Re;Birth2 Sisters Generation","neptuniarebirth2.exe"
"Hyperdimension Neptunia Re;Birth3 V Generation","neptuniarebirth3.exe"
"Illarion","java.exe"
"OpenITG","openitg-pc.exe"
"Invisible, Inc.","invisibleinc.exe"
"IvAc","ivac.exe"
"Just Cause","justcause.exe"
"神採りアルケミーマイスター","age.exe"
"Kara no Shojo 2","kara no shojo 2.exe"
"Knights of Pen and Paper 2","kopp2.exe"
"MTGArena","mtga.exe"
"マジカルバトルアリーナNEXT・幻想郷空閃姫","mban_f.exe"
"マジカルバトルアリーナNEXT・幻想郷空閃姫","mban_m.exe"
"Native Instruments Maschine 2","maschine 2.exe"
"MELTY BLOOD Actress Again Current Code","mbaa.exe"
"Metal Gear Solid 2 Substance","mgs2_sse.exe"
"Modlands 0.512a version 0.512a","modlands.exe"
"NEO AQUARIUM - The King of Crustaceans -","neoaquarium.exe"
"Offspring Fling!","offspring fling.exe"
"OlliOlli2: Welcome to Olliwood","olliolli2.exe"
"Organ Trail: Director's Cut","organtrail.exe"
"PangYa (NtreevSoft)","projectg.exe"
"Perpetuum","perpetuum.exe"
"Phantasy Star Online Blue Burst","psobb.exe"
"Phantom Breaker: Battle Grounds","pbbg_win32.exe"
"Project Hedra v0.30","hedra.exe"
"Icons: Combat Arena","icons.exe"
"LET IT DIE","brggame-steam.exe"
"DiRT 2","dirt2_game.exe"
"Mabinogi","mabinogi.exe"
"Mabinogi","client.exe"
"Mabinogi","nxsteam.exe"
"Mabinogi","client.exe"
"Metal Gear Solid","mgsi.exe"
"MapleRoyals","mapleroyals.exe"
"Houdini Indie","hindie.exe"
"Houdini Indie","hindie.steam.exe"
"Infantry","infantry.exe"
"Infantry","tds.exe"
"Helbreath Apocalypse","helbreath.exe"
"Flash Flash Revolution","ffr.exe"
"Flash Flash Revolution","r3air.exe"
"Dwarf Fortress","dwarf fortress.exe"
"Quake III","quake3.exe"
"King of Fighters XIII","kofxiii.exe"
"Nitronic Rush","nitronicrush.exe"
"PCSX2","pcsx2-r5875.exe"
"PCSX2","pcsx2.exe"
"Phase Shift","phase_shift.exe"
"Planescape: Torment","torment.exe"
"Q.U.B.E: Director's Cut","qubegame.exe"
"Rebound Arena","reboundarena.exe"
"REGEN","regen.exe"
"RetroArch","retroarch.exe"
"Return To Castle Wolfenstein","wolfmp.exe"
"Return To Castle Wolfenstein","wolfsp.exe"
"Darkfall Rise of Agon","darkfall.exe"
"Darkfall Rise of Agon","darkfall_roa.exe"
"Rosenkreuzstilette","rks.exe"
"Rosenkreuzstilette","rks_e.exe"
"S4 League","s4client.exe"
"SC2VN - The eSports Visual Novel","sc2vn.exe"
"Shadow Complex Remastered","shadowcomplex-win32-egl.exe"
"Shadow Complex Remastered","shadowcomplex-win32.exe"
"Sonic & All Stars Racing Transformed","asn_app_pcdx9_final.exe"
"ePSXe","epsxe.exe"
"SoulWorker","soulworker100.exe"
"SpyParty","spyparty.exe"
"Super Smash Flash EXE Version 1.0","ssfexe.exe"
"Super Smash Flash 2 Beta","ssf2.exe"
"The Floor is Lava","tfil.exe"
"The Last Remnant","tlr.exe"
"The Simpsons Hit & Run(TM)","simpsons.exe"
"Thrillville: Off the Rails","thrillville07.exe"
"Titanfall™","titanfall.exe"
"TMNT 2 - Battle Nexus","tmnt2.exe"
"Tomb Raider (VI): The Angel of Darkness","traod_p4.exe"
"Tomoyo After ~It's a Wonderful Life~ English Edition","realliveen.exe"
"Touhou 10: Mountain of Faith","th10.exe"
"Touhou 10: Mountain of Faith","th10e.exe"
"Touhou 10.5: Scarlet Weather Rhapsody","th105.exe"
"Touhou 10.5: Scarlet Weather Rhapsody","th105e.exe"
"Touhou 11: Subterranean Animism","th11.exe"
"Touhou 11: Subterranean Animism","th11e.exe"
"Touhou 12: Undefined Fantastic Object","th12.exe"
"Touhou 12: Undefined Fantastic Object","th12e.exe"
"Touhou 12.3: Hisoutensoku","th123.exe"
"Touhou 12.3: Hisoutensoku","th123e.exe"
"Touhou 12.5: Double Spoiler","th125.exe"
"Touhou 12.5: Double Spoiler","th125e.exe"
"Touhou 12.8: Great Fairy Wars","th128.exe"
"Touhou 12.8: Great Fairy Wars","th128e.exe"
"Touhou 13: Ten Desires","th13.exe"
"Touhou 13: Ten Desires","th13e.exe"
"Touhou 13.5 Hopeless Mascarade","th135.exe"
"Touhou 13.5 Hopeless Mascarade","th135e.exe"
"Touhou 14: Double Dealing Character","th14.exe"
"Touhou 14: Double Dealing Character","th14e.exe"
"Touhou 14.3: Impossible Spell Card","th143.exe"
"Touhou 14.3: Impossible Spell Card","th143e.exe"
"Touhou 14.5: Urban Legend in Limbo","th145.exe"
"Touhou 14.5: Urban Legend in Limbo","th145e.exe"
"Touhou 15: Legacy of Lunatic Kingdom","th15.exe"
"Touhou 15: Legacy of Lunatic Kingdom","th15e.exe"
"Touhou 15.5: Antinomy of Common Flowers","th155.exe"
"Touhou 7: Perfect Cherry Blossom","th07.exe"
"Touhou 7: Perfect Cherry Blossom","th07e.exe"
"Touhou 7.5: Immaterial and Missing Power","th075.exe"
"Touhou 7.5: Immaterial and Missing Power","th075e.exe"
"Touhou 8: Imperishable Night","th08.exe"
"Touhou 8: Imperishable Night","th08e.exe"
"Touhou 9: Phantasmagoria Of Flower View","th09.exe"
"Touhou 9: Phantasmagoria Of Flower View","th09e.exe"
"Touhou 9.5: Shoot the Bullet","th095.exe"
"Touhou 9.5: Shoot the Bullet","th095e.exe"
"Touhou Puppet Dance Performance","gn_enbu.exe"
"Touhou Sky Arena","tsa.exe"
"The Legend of Heroes: Trails in the Sky","ed6_win.exe"
"The Legend of Heroes: Trails in the Sky","ed6_win_dx9.exe"
"The Legend of Heroes: Trails in the Sky SC","ed6_win2.exe"
"The Legend of Heroes: Trails in the Sky SC","ed6_win2_dx9.exe"
"VA-11 HALL-A","va-11 hall a.exe"
"VA-11 HALL-A","runner""
"VisualBoyAdvance","visualboyadvance.exe"
"Warzone 2100","warzone2100.exe"
"Warzone 2100","wz2100.app"
"Warzone 2100","wz2100.exe"
"Xonotic","xonotic.exe"
"YGOPro","ygopro.app"
"YGOPro","ygopro_vs.exe"
"ZSNESw","zsnesw.exe"
"Zwift","zwiftapp.exe"
"Allods Online","aogame.exe"
"Murderous Pursuits","murderouspursuits.exe"
"Sword Art Online: Hollow Realization Deluxe Edition","sao_hr.exe"
"METAL GEAR SURVIVE","mgv.exe"
"Aim Lab","aimlab_tb.exe"
"Galactic Civilizations III","galciv3.exe"
"Parkasaurus","parkasaurus.exe"
"Visage","visage-win64-shipping.exe"
"Kynseed","kynseed.exe"
"Thronebreaker","thronebreaker.exe"
"Fallout 76","fallout76.exe"
"Battlefield™ V","bfv.exe"
"Battle Chef Brigade","battlechefbrigade.exe"
"Kingsway","kingsway.exe"
"Zenzizenzic","zenzizenzic.exe"
"Realm Royale","realm.exe"
"Realm Royale","realmeac.exe"
"Ashen","ashen-win64-shipping.exe"
"Hades","hades.exe"
"ATLAS","atlasgame_be.exe"
"Sea of Thieves","sotgame.exe"
"LEGO Harry Potter: Years 5-7","harry2.exe"
"Apex Legends","r5apex.exe"
"Farming Simulator 19","farmingsimulator2019game.exe"
"Warhammer: Vermintide 2","vermintide2.exe"
"Anthem™","anthem.exe"
"Spellbreak","spellbreak.exe"
